1 -4 -4 -4 -4 -4 -4 -4 -4 5 3 2 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
2 -4 -4 -4 -4 -4 -4 -4 -4 5 3 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4
3 -4 -4 -4 -4 -4 -4 -4 -4 5 3 2 -4 -4 -4 -4 -4 -4 -4 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 16 0 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 1 0 0 0 0 0
4 -4 -4 -4 -4 -4 -4 -4 -4 5 3 2 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 11 0 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 11 0 2 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 2 4 0 0 0 0 0
5 -4 -4 -4 -4 -4 -4 -4 -4 1 3 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 17 2 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 17 3 6 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 2 8 0 0 0 1 0
6 -4 -4 -4 -4 -4 -4 -4 -4 1 3 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 15 3 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 16 4 12 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 3 15 0 0 0 1 0
7 -4 -4 -4 -4 -4 -4 -4 -4 1 3 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 14 2 0 -4 -4 1 1 0 1 -4 -4 -4 1 16 -4 -4 0 1 -4 -4 1 1 -4 -4 -4 1 -4 3 20 1 0 0 0 0
8 -4 -4 -4 -4 -4 -4 -4 -4 6 3 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 10 2 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 18 2 2 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 2 5 0 0 0 0 0
9 -4 -4 -4 -4 -4 -4 -4 -4 1 3 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 16 6 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 17 6 21 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 4 15 0 0 0 0 0
10 -4 -4 -4 -4 -4 -4 -4 -4 6 3 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 17 2 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 18 1 4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 2 4 0 0 0 0 0
11 -4 -4 -4 -4 -4 -4 -4 -4 1 3 1 -5 -5 -5 -5 -5 -5 -5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 13 6 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 20 1 6 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 6 9 0 0 0 0 0
12 -4 -4 -4 -4 -4 -4 -4 -4 5 3 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 0 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 16 0 2 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 1 0 0 0 0 0
13 -4 -4 -4 -4 -4 -4 -4 -4 1 3 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 17 4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 17 4 20 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 4 15 0 0 0 1 0
